Title,IMDb Rating,Year,Certificates,Director,Star Cast,Duration (minutes),Star Cast Lower,Star Cast List,Star Cast List Clean,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western,Director_Encoded
the unknown known,0.5535714285714287,0.8888888888888888,PG-13,errol morris,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.2103321033210332,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662
hanussen,0.5892857142857144,0.6574074074074074,R,istván szabó,"Péter Dobai, Erik Jan Hanussen, Paul Hengge",0.3468634686346863,"péter dobai, erik jan hanussen, paul hengge","['péter dobai', 'erik jan hanussen', 'paul hengge']","['péter dobai', 'erik jan hanussen', 'paul hengge']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,926
o jerusalem,0.3750000000000001,0.8240740740740741,R,élie chouraqui,"JJ Feild, Saïd Taghmaoui, Maria Papas",0.1992619926199262,"jj feild, saïd taghmaoui, maria papas","['jj feild', 'saïd taghmaoui', 'maria papas']","['jj feild', 'saïd taghmaoui', 'maria papas']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2483
the battle of the sexes,0.5357142857142859,0.8888888888888888,PG-13,james erskine,"Billie Jean King, Virginia Wade, Lornie Kuhle",0.1365313653136531,"billie jean king, virginia wade, lornie kuhle","['billie jean king', 'virginia wade', 'lornie kuhle']","['billie jean king', 'virginia wade', 'lornie kuhle']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962
the beach boys: an american band,0.5714285714285715,0.6296296296296295,PG-13,malcolm leo,"Brian Wilson, Dennis Wilson, Carl Wilson",0.2103321033210332,"brian wilson, dennis wilson, carl wilson","['brian wilson', 'dennis wilson', 'carl wilson']","['brian wilson', 'dennis wilson', 'carl wilson']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
incident at oglala,0.6607142857142858,0.6944444444444444,PG,michael apted,"Robert Redford, Norman Zigrossi, Robert Sikma",0.1586715867158671,"robert redford, norman zigrossi, robert sikma","['robert redford', 'norman zigrossi', 'robert sikma']","['robert redford', 'norman zigrossi', 'robert sikma']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564
belizaire the cajun,0.4642857142857144,0.6388888888888888,PG,glen pitre,"Armand Assante, Gail Youngs, Michael Schoeffling",0.2103321033210332,"armand assante, gail youngs, michael schoeffling","['armand assante', 'gail youngs', 'michael schoeffling']","['armand assante', 'gail youngs', 'michael schoeffling']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,801
the lady and the duke,0.5178571428571429,0.7777777777777778,PG-13,éric rohmer,"Lucy Russell, Jean-Claude Dreyfus, Alain Libolt",0.3062730627306273,"lucy russell, jean-claude dreyfus, alain libolt","['lucy russell', 'jean-claude dreyfus', 'alain libolt']","['lucy russell', 'jean-claude dreyfus', 'alain libolt']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2484
eva peron: the true story,0.5000000000000001,0.7314814814814815,PG,juan carlos desanzo,"Esther Goris, Víctor Laplace, Cristina Banegas",0.2730627306273063,"esther goris, víctor laplace, cristina banegas","['esther goris', 'víctor laplace', 'cristina banegas']","['esther goris', 'víctor laplace', 'cristina banegas']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217
newsfront,0.5357142857142859,0.5648148148148149,PG,phillip noyce,"Phillip Noyce, Bob Ellis, David Elfick",0.2361623616236162,"phillip noyce, bob ellis, david elfick","['phillip noyce', 'bob ellis', 'david elfick']","['phillip noyce', 'bob ellis', 'david elfick']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1864
the legend of suriyothai,0.4464285714285716,0.7777777777777778,R,chatrichalerm yukol,"M.L. Piyapas Bhirombhakdi, Sarunyu Wongkrachang, Chatchai Plengpanich",0.3542435424354244,"m.l. piyapas bhirombhakdi, sarunyu wongkrachang, chatchai plengpanich","['m.l. piyapas bhirombhakdi', 'sarunyu wongkrachang', 'chatchai plengpanich']","['m.l. piyapas bhirombhakdi', 'sarunyu wongkrachang', 'chatchai plengpanich']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361
command and control,0.6071428571428572,0.9166666666666666,PG,robert kenner,"Robert Kenner, Brian Pearle, Kim Roberts",0.1697416974169742,"robert kenner, brian pearle, kim roberts","['robert kenner', 'brian pearle', 'kim roberts']","['robert kenner', 'brian pearle', 'kim roberts']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
to kill a priest,0.3928571428571429,0.6574074074074074,R,agnieszka holland,"Michael Cooper, Agnieszka Holland, Jean-Yves Pitoun",0.2619926199261992,"michael cooper, agnieszka holland, jean-yves pitoun","['michael cooper', 'agnieszka holland', 'jean-yves pitoun']","['michael cooper', 'agnieszka holland', 'jean-yves pitoun']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
winnie mandela,0.3928571428571429,0.8703703703703703,R,darrell roodt,"Anne Marie du Preez Bezdrob, André Pieterse, Darrell Roodt",0.2140221402214022,"anne marie du preez bezdrob, andré pieterse, darrell roodt","['anne marie du preez bezdrob', 'andré pieterse', 'darrell roodt']","['anne marie du preez bezdrob', 'andré pieterse', 'darrell roodt']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502
the mystery of picasso,0.6607142857142858,0.3611111111111111,PG,henri-georges clouzot,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.1180811808118081,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869
the nelson affair,0.4464285714285716,0.5185185185185185,PG,james cellan jones,Terence Rattigan,0.2656826568265683,terence rattigan,['terence rattigan'],['terence rattigan'],['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,957
kamouraska,0.642857142857143,0.5185185185185185,R,claude jutra,"Anne Hébert, Claude Jutra",0.2878228782287823,"anne hébert, claude jutra","['anne hébert', 'claude jutra']","['anne hébert', 'claude jutra']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,428
stealing heaven,0.4464285714285716,0.6574074074074074,R,clive donner,"Derek de Lint, Kim Thomson, Denholm Elliott",0.2287822878228782,"derek de lint, kim thomson, denholm elliott","['derek de lint', 'kim thomson', 'denholm elliott']","['derek de lint', 'kim thomson', 'denholm elliott']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,433
chicago ,0.6071428571428572,0.8333333333333334,R,brett morgen,"Jeffrey Wright, Nick Nolte, Roy Scheider",0.2361623616236162,"jeffrey wright, nick nolte, roy scheider","['jeffrey wright', 'nick nolte', 'roy scheider']","['jeffrey wright', 'nick nolte', 'roy scheider']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
sacrifice,0.4107142857142858,0.861111111111111,R,kaige chen,"You Ge, Xueqi Wang, Xiaoming Huang",0.2804428044280443,"you ge, xueqi wang, xiaoming huang","['you ge', 'xueqi wang', 'xiaoming huang']","['you ge', 'xueqi wang', 'xiaoming huang']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262
uranus,0.5535714285714287,0.6759259259259259,R,claude berri,"Philippe Noiret, Gérard Depardieu, Michel Blanc",0.1992619926199262,"philippe noiret, gérard depardieu, michel blanc","['philippe noiret', 'gérard depardieu', 'michel blanc']","['philippe noiret', 'gérard depardieu', 'michel blanc']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427
mio fratello è figlio unico,0.5535714285714287,0.8333333333333334,R,daniele luchetti,"Antonio Pennacchi, Daniele Luchetti, Sandro Petraglia",0.2287822878228782,"antonio pennacchi, daniele luchetti, sandro petraglia","['antonio pennacchi', 'daniele luchetti', 'sandro petraglia']","['antonio pennacchi', 'daniele luchetti', 'sandro petraglia']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493
three minutes: a lengthening,0.6071428571428572,0.962962962962963,PG,bianca stigter,"Helena Bonham Carter, Guy Clemens, Thomas Dudkiewicz",0.0848708487084871,"helena bonham carter, guy clemens, thomas dudkiewicz","['helena bonham carter', 'guy clemens', 'thomas dudkiewicz']","['helena bonham carter', 'guy clemens', 'thomas dudkiewicz']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
the better angels,0.3750000000000001,0.8981481481481481,PG,a.j. edwards,"Jason Clarke, Diane Kruger, Brit Marling",0.1808118081180811,"jason clarke, diane kruger, brit marling","['jason clarke', 'diane kruger', 'brit marling']","['jason clarke', 'diane kruger', 'brit marling']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waking sleeping beauty,0.642857142857143,0.8518518518518519,PG,don hahn,"Roy Edward Disney, John Lasseter, Michael Eisner",0.1476014760147601,"roy edward disney, john lasseter, michael eisner","['roy edward disney', 'john lasseter', 'michael eisner']","['roy edward disney', 'john lasseter', 'michael eisner']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590
oedipus the king,0.4464285714285716,0.4722222222222222,G,philip saville,"Michael Luke, Paul Roche, Philip Saville",0.1881918819188192,"michael luke, paul roche, philip saville","['michael luke', 'paul roche', 'philip saville']","['michael luke', 'paul roche', 'philip saville']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1856
blood brothers: malcolm x & muhammad ali,0.5357142857142859,0.962962962962963,PG-13,marcus a. clarke,"Ilyasah Shabazz, Rahman Ali, Cornel West",0.1808118081180811,"ilyasah shabazz, rahman ali, cornel west","['ilyasah shabazz', 'rahman ali', 'cornel west']","['ilyasah shabazz', 'rahman ali', 'cornel west']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460
little big soldier,0.5357142857142859,0.861111111111111,PG-13,sheng ding,"Jackie Chan, Leehom Wang, Yoo Seung-jun",0.1845018450184501,"jackie chan, leehom wang, yoo seung-jun","['jackie chan', 'leehom wang', 'yoo seung-jun']","['jackie chan', 'leehom wang', 'yoo seung-jun']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132
uncle tom,0.7678571428571429,0.9537037037037036,G,justin malone,"Brandon Tatum, Carol Swain, Chad Jackson",0.2214022140221402,"brandon tatum, carol swain, chad jackson","['brandon tatum', 'carol swain', 'chad jackson']","['brandon tatum', 'carol swain', 'chad jackson']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253
triumph over violence,0.75,0.4444444444444445,R,mikhail romm,"Mikhail Romm, Martin Bormann, Willy Brandt",0.1328413284132841,"mikhail romm, martin bormann, willy brandt","['mikhail romm', 'martin bormann', 'willy brandt']","['mikhail romm', 'martin bormann', 'willy brandt']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634
the white dawn,0.5714285714285715,0.5277777777777778,PG,philip kaufman,"James Houston, Thomas Rickman, Martin Ransohoff",0.2361623616236162,"james houston, thomas rickman, martin ransohoff","['james houston', 'thomas rickman', 'martin ransohoff']","['james houston', 'thomas rickman', 'martin ransohoff']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855
the exam,0.6071428571428572,0.8703703703703703,R,péter bergendy,"János Kulka, Zsolt Nagy, Péter Scherer",0.1586715867158671,"jános kulka, zsolt nagy, péter scherer","['jános kulka', 'zsolt nagy', 'péter scherer']","['jános kulka', 'zsolt nagy', 'péter scherer']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1878
shadow magic,0.5714285714285715,0.7685185185185185,PG,ann hu,"Chang-Lun Chen, Ann Hu, Dan Huang",0.2583025830258302,"chang-lun chen, ann hu, dan huang","['chang-lun chen', 'ann hu', 'dan huang']","['chang-lun chen', 'ann hu', 'dan huang']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,134
the last  days,0.4821428571428572,0.5277777777777778,PG,carlo lizzani,"Fabio Pittorru, Carlo Lizzani",0.1660516605166052,"fabio pittorru, carlo lizzani","['fabio pittorru', 'carlo lizzani']","['fabio pittorru', 'carlo lizzani']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
te ata,0.6250000000000002,0.9166666666666666,PG,nathan frankowski,"Esther Luttrell, Jeannie Barbour",0.2177121771217712,"esther luttrell, jeannie barbour","['esther luttrell', 'jeannie barbour']","['esther luttrell', 'jeannie barbour']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665
golden door,0.5178571428571429,0.8240740740740741,PG-13,emanuele crialese,"Charlotte Gainsbourg, Vincenzo Amato, Vincent Schiavelli",0.2656826568265683,"charlotte gainsbourg, vincenzo amato, vincent schiavelli","['charlotte gainsbourg', 'vincenzo amato', 'vincent schiavelli']","['charlotte gainsbourg', 'vincenzo amato', 'vincent schiavelli']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,630
shadowless sword,0.4464285714285716,0.8148148148148148,R,young-jun kim,"Shin Hyeon-jun, Yoon So-yi, Lee Seo-jin",0.2619926199261992,"shin hyeon-jun, yoon so-yi, lee seo-jin","['shin hyeon-jun', 'yoon so-yi', 'lee seo-jin']","['shin hyeon-jun', 'yoon so-yi', 'lee seo-jin']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2465
"cinco de mayo, la batalla",0.4107142857142858,0.8888888888888888,R,rafa lara,"Christian Vazquez, Angélica Aragón, Liz Gallardo",0.2915129151291513,"christian vazquez, angélica aragón, liz gallardo","['christian vazquez', 'angélica aragón', 'liz gallardo']","['christian vazquez', 'angélica aragón', 'liz gallardo']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1887
street gang: how we got to sesame street,0.7321428571428573,0.962962962962963,PG,marilyn agrelo,"Frank Biondo, Linda Bove, Fran Brill",0.2250922509225092,"frank biondo, linda bove, fran brill","['frank biondo', 'linda bove', 'fran brill']","['frank biondo', 'linda bove', 'fran brill']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468
thérèse: the story of saint thérèse of lisieux,0.4285714285714286,0.8055555555555556,PG,leonardo defilippis,"Lindsay Younce, Leonardo Defilippis, Patti Defilippis",0.1845018450184501,"lindsay younce, leonardo defilippis, patti defilippis","['lindsay younce', 'leonardo defilippis', 'patti defilippis']","['lindsay younce', 'leonardo defilippis', 'patti defilippis']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1389
festival express,0.6250000000000002,0.7962962962962963,R,bob smeaton,"Janis Joplin, Grateful Dead, The Band",0.1623616236162361,"janis joplin, grateful dead, the band","['janis joplin', 'grateful dead', 'the band']","['janis joplin', 'grateful dead', 'the band']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
sea of shadows,0.6071428571428572,0.9444444444444444,PG-13,richard ladkani,"Romel Eduardo Ledezma Abaroa, Rafael Pacchiano Alamán, Hector Capetillo",0.2177121771217712,"romel eduardo ledezma abaroa, rafael pacchiano alamán, hector capetillo","['romel eduardo ledezma abaroa', 'rafael pacchiano alamán', 'hector capetillo']","['romel eduardo ledezma abaroa', 'rafael pacchiano alamán', 'hector capetillo']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934
battle for haditha,0.5357142857142859,0.8333333333333334,R,nick broomfield,"Matthew Knoll, Elliot Ruiz, Eric Mehalacopoulos",0.1881918819188192,"matthew knoll, elliot ruiz, eric mehalacopoulos","['matthew knoll', 'elliot ruiz', 'eric mehalacopoulos']","['matthew knoll', 'elliot ruiz', 'eric mehalacopoulos']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1690
may ,0.5357142857142859,0.8333333333333334,PG-13,ji-hoon kim,"Kim Sang-kyung, Lee Yo-won, Ahn Sung-ki",0.2730627306273063,"kim sang-kyung, lee yo-won, ahn sung-ki","['kim sang-kyung', 'lee yo-won', 'ahn sung-ki']","['kim sang-kyung', 'lee yo-won', 'ahn sung-ki']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1066
the inner circle,0.5535714285714287,0.6851851851851851,PG-13,andrey konchalovskiy,"Tom Hulce, Lolita Davidovich, Aleksandr Zbruev",0.3357933579335793,"tom hulce, lolita davidovich, aleksandr zbruev","['tom hulce', 'lolita davidovich', 'aleksandr zbruev']","['tom hulce', 'lolita davidovich', 'aleksandr zbruev']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
into the arms of strangers: stories of the kindertransport,0.6785714285714287,0.7685185185185185,PG,mark jonathan harris,"Judi Dench, Lory Cahn, Kurt Fuchel",0.2804428044280443,"judi dench, lory cahn, kurt fuchel","['judi dench', 'lory cahn', 'kurt fuchel']","['judi dench', 'lory cahn', 'kurt fuchel']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484
utu,0.5357142857142859,0.611111111111111,R,geoff murphy,"Anzac Wallace, Bruno Lawrence, Tim Elliott",0.2140221402214022,"anzac wallace, bruno lawrence, tim elliott","['anzac wallace', 'bruno lawrence', 'tim elliott']","['anzac wallace', 'bruno lawrence', 'tim elliott']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764
red army,0.6607142857142858,0.8981481481481481,PG,gabe polsky,"Viacheslav Fetisov, Vladislav Tretiak, Scotty Bowman",0.1402214022140221,"viacheslav fetisov, vladislav tretiak, scotty bowman","['viacheslav fetisov', 'vladislav tretiak', 'scotty bowman']","['viacheslav fetisov', 'vladislav tretiak', 'scotty bowman']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734
the legend,0.5714285714285715,0.7037037037037037,R,corey yuen,"Kin Chung Chan, Susan Godfrey, Jeffrey Lau",0.1992619926199262,"kin chung chan, susan godfrey, jeffrey lau","['kin chung chan', 'susan godfrey', 'jeffrey lau']","['kin chung chan', 'susan godfrey', 'jeffrey lau']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445
widow of st. pierre,0.5714285714285715,0.7685185185185185,R,patrice leconte,"Juliette Binoche, Daniel Auteuil, Emir Kusturica",0.2435424354243542,"juliette binoche, daniel auteuil, emir kusturica","['juliette binoche', 'daniel auteuil', 'emir kusturica']","['juliette binoche', 'daniel auteuil', 'emir kusturica']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1775
the first wave,0.5714285714285715,0.962962962962963,R,matthew heineman,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.1734317343173431,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534
cabeza de vaca,0.5357142857142859,0.6851851851851851,R,nicolás echevarría,"Nicolás Echevarría, Alvar Nunez Cabeza de Vaca, Xavier Robles",0.2398523985239852,"nicolás echevarría, alvar nunez cabeza de vaca, xavier robles","['nicolás echevarría', 'alvar nunez cabeza de vaca', 'xavier robles']","['nicolás echevarría', 'alvar nunez cabeza de vaca', 'xavier robles']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703
for no good reason,0.5535714285714287,0.8796296296296297,R,charlie paul,"Ralph Steadman, Johnny Depp, Hunter S. Thompson",0.1586715867158671,"ralph steadman, johnny depp, hunter s. thompson","['ralph steadman', 'johnny depp', 'hunter s. thompson']","['ralph steadman', 'johnny depp', 'hunter s. thompson']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359
quezon's game,0.5178571428571429,0.9351851851851852,PG-13,matthew e. rosen,"Raymond Bagatsing, Rachel Alejandro, Kate Alejandrino",0.2988929889298893,"raymond bagatsing, rachel alejandro, kate alejandrino","['raymond bagatsing', 'rachel alejandro', 'kate alejandrino']","['raymond bagatsing', 'rachel alejandro', 'kate alejandrino']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1532
the king and the clown,0.6071428571428572,0.8148148148148148,PG-13,lee joon-ik,"Kam Woo-seong, Jung Jin-young, Kang Seong-yeon",0.2693726937269373,"kam woo-seong, jung jin-young, kang seong-yeon","['kam woo-seong', 'jung jin-young', 'kang seong-yeon']","['kam woo-seong', 'jung jin-young', 'kang seong-yeon']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1379
coming through the rye,0.4285714285714286,0.9074074074074074,PG-13,james steven sadwith,James Steven Sadwith,0.1881918819188192,james steven sadwith,['james steven sadwith'],['james steven sadwith'],['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,989
the assisi underground,0.3750000000000001,0.6296296296296295,PG,alexander ramati,Alexander Ramati,0.2546125461254612,alexander ramati,['alexander ramati'],['alexander ramati'],['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69
the sword and the rose,0.4285714285714286,0.3333333333333333,PG,ken annakin,"Richard Todd, Glynis Johns, James Robertson Justice",0.1697416974169742,"richard todd, glynis johns, james robertson justice","['richard todd', 'glynis johns', 'james robertson justice']","['richard todd', 'glynis johns', 'james robertson justice']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290
"i, the worst of all",0.5714285714285715,0.6759259259259259,R,maría luisa bemberg,"Assumpta Serna, Dominique Sanda, Héctor Alterio",0.2177121771217712,"assumpta serna, dominique sanda, héctor alterio","['assumpta serna', 'dominique sanda', 'héctor alterio']","['assumpta serna', 'dominique sanda', 'héctor alterio']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510
zoo,0.4642857142857144,0.925925925925926,PG,colin mcivor,"Toby Jones, Ian Mc, Elhinney, Penelope Wilton",0.1881918819188192,"toby jones, ian mc, elhinney, penelope wilton","['toby jones', 'ian mc', 'elhinney', 'penelope wilton']","['toby jones', 'ian mc', 'elhinney', 'penelope wilton']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
the last september,0.3750000000000001,0.7592592592592593,R,deborah warner,"Michael Gambon, Tom Hickey, Keeley Hawes",0.2103321033210332,"michael gambon, tom hickey, keeley hawes","['michael gambon', 'tom hickey', 'keeley hawes']","['michael gambon', 'tom hickey', 'keeley hawes']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,557
the trials of oscar wilde,0.5714285714285715,0.3981481481481481,PG,ken hughes,"Peter Finch, Yvonne Mitchell, James Mason",0.2841328413284133,"peter finch, yvonne mitchell, james mason","['peter finch', 'yvonne mitchell', 'james mason']","['peter finch', 'yvonne mitchell', 'james mason']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292
true legend,0.4464285714285716,0.861111111111111,R,woo-ping yuen,"Wenzhuo Zhao, Xun Zhou, Andy On",0.2546125461254612,"wenzhuo zhao, xun zhou, andy on","['wenzhuo zhao', 'xun zhou', 'andy on']","['wenzhuo zhao', 'xun zhou', 'andy on']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2439
the assault,0.3928571428571429,0.861111111111111,R,julien leclercq,"Simon Moutaïrou, Julien Leclercq, Roland Môntins",0.1660516605166052,"simon moutaïrou, julien leclercq, roland môntins","['simon moutaïrou', 'julien leclercq', 'roland môntins']","['simon moutaïrou', 'julien leclercq', 'roland môntins']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236
sabina: tortured for christ - the nazi years,0.6785714285714287,0.962962962962963,PG-13,john grooters,"Raluca Botez, Emil Mandanac, Gabriel Costin",0.2546125461254612,"raluca botez, emil mandanac, gabriel costin","['raluca botez', 'emil mandanac', 'gabriel costin']","['raluca botez', 'emil mandanac', 'gabriel costin']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126
best of enemies: buckley vs. vidal,0.6607142857142858,0.9074074074074074,R,robert gordon,"Gore Vidal, William F. Buckley, Dick Cavett",0.1512915129151291,"gore vidal, william f. buckley, dick cavett","['gore vidal', 'william f. buckley', 'dick cavett']","['gore vidal', 'william f. buckley', 'dick cavett']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
amin: the rise and fall,0.3750000000000001,0.5925925925925926,R,sharad patel,"Joseph Olita, Thomas Baptiste, Leonard Trolley",0.1660516605166052,"joseph olita, thomas baptiste, leonard trolley","['joseph olita', 'thomas baptiste', 'leonard trolley']","['joseph olita', 'thomas baptiste', 'leonard trolley']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126
tim's vermeer,0.6964285714285715,0.8888888888888888,PG-13,teller,"Tim Jenison, Penn Jillette, Martin Mull",0.1254612546125461,"tim jenison, penn jillette, martin mull","['tim jenison', 'penn jillette', 'martin mull']","['tim jenison', 'penn jillette', 'martin mull']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264
colonel redl,0.6250000000000002,0.6296296296296295,R,istván szabó,"Klaus Maria Brandauer, Hans Christian Blech, Armin Mueller-Stahl",0.3616236162361623,"klaus maria brandauer, hans christian blech, armin mueller-stahl","['klaus maria brandauer', 'hans christian blech', 'armin mueller-stahl']","['klaus maria brandauer', 'hans christian blech', 'armin mueller-stahl']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926
the kingmaker,0.6607142857142858,0.9444444444444444,R,lauren greenfield,"Imelda Marcos, Etta Rosales, Ferdinand Marcos",0.2029520295202952,"imelda marcos, etta rosales, ferdinand marcos","['imelda marcos', 'etta rosales', 'ferdinand marcos']","['imelda marcos', 'etta rosales', 'ferdinand marcos']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365
